term_ID,HPO_term_name,phecode,phecode_string
826,Precocious puberty,259.4,Precocious sexual development and puberty NEC
828,Abnormality of the parathyroid gland,252,Disorders of parathyroid gland
829,Hypoparathyroidism,252.2,Hypoparathyroidism
830,Anterior hypopituitarism,253.2,Pituitary hypofunction
831,Insulin-resistant diabetes mellitus,250,Diabetes mellitus
832,Primary hypothyroidism,244,Hypothyroidism
833,Glucose intolerance,250.41,Impaired fasting glucose
834,Abnormality of the adrenal glands,255,Disorders of adrenal glands
835,Adrenal hypoplasia,255.21,Glucocorticoid deficiency
836,Hyperthyroidism,242,Thyrotoxicosis with or without goiter
837,Increased circulating gonadotropin level,"",
839,Pituitary dwarfism,253.5,Pituitary dwarfism
840,Adrenogenital syndrome,255.3,Adrenogenital disorders
841,Hyperactive renin-angiotensin system,"",
842,Hyperinsulinemia,251.1,Hypoglycemia
843,Hyperparathyroidism,252.1,Hyperparathyroidism
845,Growth hormone excess,253.11,Acromegaly and gigantism
846,Adrenal insufficiency,255.2,Adrenal hypofunction
848,Increased circulating renin level,"",
851,Congenital hypothyroidism,244.5,Congenital hypothyroidism
852,Pseudohypoparathyroidism,275.5,Disorders of calcium/phosphorus metabolism
853,Goiter,240,Simple and unspecified goiter
854,Thyroid adenoma,226,Benign neoplasm of thyroid glands
855,Insulin resistance,251.1,Hypoglycemia
857,Neonatal insulin-dependent diabetes mellitus,250.1,Type 1 diabetes
858,Menstrual irregularities,626.1,Irregular menstrual cycle/bleeding
859,Hyperaldosteronism,255.12,Hyperaldosteronism
860,Parathyroid hypoplasia,252.2,Hypoparathyroidism
863,Central diabetes insipidus,253.3,Diabetes insipidus
864,Abnormality of the hypothalamus-pituitary axis,"",
866,Euthyroid multinodular goiter,241.2,Nontoxic multinodular goiter
867,Secondary hyperparathyroidism,252.1,Hyperparathyroidism
868,Decreased fertility in females,626.8,"Infertility, female"
869,Secondary amenorrhea,626.11,Absent or infrequent menstruation
870,Prolactin excess,253.4,Anterior pituitary disorders
871,Panhypopituitarism,253.2,Pituitary hypofunction
872,Hashimoto thyroiditis,244,Hypothyroidism
873,Diabetes insipidus,253.3,Diabetes insipidus
875,Episodic hypertension,401,Hypertension
876,Oligomenorrhea,626.11,Absent or infrequent menstruation
877,Insulin-resistant diabetes mellitus at puberty,250.2,Type 2 diabetes
878,11 pairs of ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
879,Short sternum,756.2,Pectus and other congenital anomalies of ribs/sternum
882,Hypoplastic scapulae,"",
883,Thin ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
884,Prominent sternum,756.2,Pectus and other congenital anomalies of ribs/sternum
885,Broad ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
886,Deformed rib cage,756.2,Pectus and other congenital anomalies of ribs/sternum
887,Cupped ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
888,Horizontal ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
889,Abnormality of the clavicle,"",
890,Long clavicles,"",
891,Cervical ribs,754,Congenital musculoskeletal deformities of spine
892,Bifid ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
893,Bulging of the costochondral junction,733.6,Costochondritis
894,Short clavicles,"",
895,Lateral clavicle hook,"",
896,Rib exostoses,726.4,Calcaneal spur; Exostosis NOS
897,Rachitic rosary,"",
900,Thickened ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
902,Rib fusion,756.2,Pectus and other congenital anomalies of ribs/sternum
904,Flaring of rib cage,756.2,Pectus and other congenital anomalies of ribs/sternum
905,Progressive clavicular acroosteolysis,733,Other disorders of bone and cartilage
907,Anterior rib cupping,756.2,Pectus and other congenital anomalies of ribs/sternum
910,Wide-cupped costochondral junctions,"",
911,Flat glenoid fossa,"",
912,Sprengel anomaly,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
913,Posterior rib fusion,756.2,Pectus and other congenital anomalies of ribs/sternum
914,Shield chest,"",
915,Pectus excavatum of inferior sternum,756.21,Pectus excavatum
916,Broad clavicles,"",
917,Superior pectus carinatum,756.22,Pectus carinatum
918,Scapular exostoses,726.4,Calcaneal spur; Exostosis NOS
920,Enlargement of the costochondral junction,"",
921,Missing ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
922,Posterior rib cupping,756.2,Pectus and other congenital anomalies of ribs/sternum
923,Beaded ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
924,Abnormality of the skeletal system,"",
925,Abnormality of the vertebral column,754,Congenital musculoskeletal deformities of spine
926,Platyspondyly,738,Other acquired musculoskeletal deformity
929,Abnormality of the skull,749.2,Congenital anomalies of skull and face bones
932,Abnormality of the posterior cranial fossa,"",
934,Chondrocalcinosis,274.21,Chondrocalcinosis
935,Thickened cortex of long bones,"",
938,Osteopenia,743,"Osteoporosis, osteopenia and pathological fracture"
939,Osteoporosis,743.1,Osteoporosis
940,Abnormal diaphysis morphology,"",
941,Short diaphyses,"",
943,Dysostosis multiplex,331,Other cerebral degenerations
944,Abnormality of the metaphysis,"",
946,Hypoplastic ilia,"",
947,Dumbbell-shaped long bone,"",
951,Abnormality of the skin,691,Congenital anomalies of skin
952,Jaundice,573.5,Jaundice (not of newborn)
953,Hyperpigmentation of the skin,694.2,Other dyschromia
954,Single transverse palmar crease,691,Congenital anomalies of skin
956,Acanthosis nigricans,701.6,Acquired acanthosis nigricans
957,Cafe-au-lait spot,694.2,Other dyschromia
958,Dry skin,706.8,Other specified diseases of sebaceous glands
960,Sacral dimple,691,Congenital anomalies of skin
961,Cyanosis,513.3,Hypoventilation
962,Hyperkeratosis,701.1,"Keratoderma, acquired"
963,Thin skin,"",
964,Eczema,939,Atopic/contact dermatitis due to other or unspecified
965,Cutis marmorata,782.6,Pallor and flushing
966,Hypohidrosis,705,Disorders of sweat glands
967,Petechiae,287.1,Spontaneous ecchymoses
968,Ectodermal dysplasia,691,Congenital anomalies of skin
969,Edema,782.3,Edema
970,Anhidrosis,705,Disorders of sweat glands
972,Palmoplantar hyperkeratosis,701.1,"Keratoderma, acquired"
973,Cutis laxa,701,Other hypertrophic and atrophic conditions of skin
974,Hyperextensible skin,"",
975,Hyperhidrosis,705.8,Hyperhidrosis
976,Eczematoid dermatitis,939,Atopic/contact dermatitis due to other or unspecified
977,Soft skin,"",
978,Bruising susceptibility,287.1,Spontaneous ecchymoses
979,Purpura,287,Purpura and other hemorrhagic conditions
980,Pallor,782.6,Pallor and flushing
982,Palmoplantar keratoderma,691,Congenital anomalies of skin
987,Atypical scarring of skin,701.2,Scar conditions and fibrosis of skin
988,Skin rash,687.1,Rash and other nonspecific skin eruption
989,Pruritus,698,Pruritus and related conditions
991,Xanthomatosis,272.13,Mixed hyperlipidemia
992,Cutaneous photosensitivity,938,Dermatitis due to solar radiation
993,Molluscoid pseudotumors,"",
995,Melanocytic nevus,216,Benign neoplasm of skin
996,Facial capillary hemangioma,228.1,Hemangioma of skin and subcutaneous tissue
997,Axillary freckling,694.2,Other dyschromia
998,Hypertrichosis,704.2,Hirsutism
999,Pyoderma,686.5,Pyoderma
1000,Abnormality of skin pigmentation,"",
1002,Decreased subcutaneous fat,"",
1003,Multiple lentigines,694.2,Other dyschromia
1004,Lymphedema,450,Noninfectious disorders of lymphatic channels
1006,Hypotrichosis,704.1,Alopecia
1007,Hirsutism,704.2,Hirsutism
1008,Accumulation of melanosomes in melanocytes,"",
1009,Telangiectasia,448,Disease of capillaries
1010,Hypopigmentation of the skin,694,Dyschromia and Vitiligo
1011,Diaphoresis (with pheochromocytoma),"",
1012,Multiple lipomas,214,Lipoma
1013,Eruptive xanthomas,272.13,Mixed hyperlipidemia
1014,Angiokeratoma,216,Benign neoplasm of skin
1015,Prominent superficial veins,"",
1017,Anemic pallor,782.6,Pallor and flushing
1018,Abnormal palmar dermatoglyphics,691,Congenital anomalies of skin
1019,Erythroderma,695.9,Unspecified erythematous condition
1022,Albinism,270.1,Disturbances of amino-acid transport
1024,Skin dimple over apex of long bone angulation,"",
1025,Urticaria,947,Urticaria
1027,"Soft, doughy skin","",
1028,Hemangioma,228,"Hemangioma and lymphangioma, any site"
1029,Poikiloderma,694.2,Other dyschromia
1030,Fragile skin,689,Disorder of skin and subcutaneous tissue NOS
1031,Subcutaneous lipoma,214.1,Lipoma of skin and subcutaneous tissue
1032,Absent distal interphalangeal creases,"",
1033,Facial flushing after alcohol intake,"",
1034,Hypermelanotic macule,694.2,Other dyschromia
1036,Parakeratosis,690,Erythematosquamous dermatosis
1038,Warfarin-induced skin necrosis,"",
1040,Multiple pterygia,"",
1041,Facial erythema,695,Erythematous conditions
1042,High axial triradius,"",
1043,Prominent scalp veins,"",
1045,Vitiligo,694.1,Vitiligo
1046,Intermittent jaundice,573.5,Jaundice (not of newborn)
1047,Atopic dermatitis,939,Atopic/contact dermatitis due to other or unspecified
1048,Cavernous hemangioma,228,"Hemangioma and lymphangioma, any site"
1050,Plethora,782.6,Pallor and flushing
1051,Seborrheic dermatitis,690.1,Seborrheic dermatitis
1052,Nevus flammeus,217.1,"Nevus, non-neoplastic"
1053,Hypopigmented skin patches,694,Dyschromia and Vitiligo
1054,Numerous nevi,217.1,"Nevus, non-neoplastic"
1055,Erysipelas,686,Other local infections of skin and subcutaneous tissue
1056,Milia,706.2,Sebaceous cyst
1057,Aplasia cutis congenita,757,Congenital anomalies of the integument
1058,Poor wound healing,875,Non-healing surgical wound
1059,Pterygium,372,Disorders of conjunctiva
1060,Axillary pterygia,"",
1061,Acne,706.1,Acne
1062,Atypical nevus,217.1,"Nevus, non-neoplastic"
1063,Acrocyanosis,443.8,Other specified peripheral vascular diseases
1065,Striae distensae,701,Other hypertrophic and atrophic conditions of skin
1067,Neurofibromas,199.4,Neurofibromatosis
1069,Episodic hyperhidrosis,705.8,Hyperhidrosis
1070,Mottled pigmentation,694.2,Other dyschromia
1071,Angiokeratoma corporis diffusum,277.51,Lipoprotein disorders
1072,Thickened skin,"",
1073,Cigarette-paper scars,701.2,Scar conditions and fibrosis of skin
1074,Atypical nevi in non-sun exposed areas,217.1,"Nevus, non-neoplastic"
1075,Atrophic scars,701.2,Scar conditions and fibrosis of skin
1076,Glabellar hemangioma,228,"Hemangioma and lymphangioma, any site"
1080,Biliary tract abnormality,575,Other biliary tract disease
1081,Cholelithiasis,574,Cholelithiasis and cholecystitis
1082,Cholecystitis,574.3,Cholecystitis without cholelithiasis
1083,Ectopia lentis,753.1,Congenital cataract and lens anomalies
1084,Corneal arcus,364.4,Corneal degenerations
1085,Papilledema,377,Disorders of optic nerve and visual pathways
1087,Congenital glaucoma,365.1,Open-angle glaucoma
1088,Brushfield spots,"",
1089,Iris atrophy,379.5,Disorders of iris and ciliary body
1090,Abnormally large globe,"",
1092,Absent lacrimal punctum,"",
1093,Optic nerve dysplasia,752.2,Other specified congenital anomalies of nervous system
1095,Hypertensive retinopathy,362.3,Other nondiabetic retinopathy
1096,Keratoconjunctivitis,370.3,Keratoconjunctivitis
1097,Keratoconjunctivitis sicca,370.31,Keratoconjunctivitis sicca
1099,Fundus atrophy,362.7,Hereditary retinal dystrophies
1100,Heterochromia iridis,379.51,Pigmentary iris degeneration
1101,Iritis,379.5,Disorders of iris and ciliary body
1102,Angioid streaks of the fundus,363.4,Choroidal degenerations
1103,Abnormal macular morphology,"",
1104,Macular hypoplasia,"",
1105,Retinal atrophy,377.1,Optic atrophy
1106,Periorbital hyperpigmentation,"",
1107,Ocular albinism,"",
1112,Leber optic atrophy,377.1,Optic atrophy
1114,Xanthelasma,374,Other disorders of eyelids
1115,Posterior polar cataract,366,Cataract
1116,Macular coloboma,753,Congenital anomalies of the eye
1117,Sudden loss of visual acuity,368.9,Subjective visual disturbances
1119,Keratoglobus,753,Congenital anomalies of the eye
1123,Visual field defect,368.4,Visual field defects
1125,Transient unilateral blurring of vision,368,Visual disturbances
1126,Cryptophthalmos,753,Congenital anomalies of the eye
1128,Trichiasis,374.1,Ectropion or entropion
1129,Large central visual field defect,368.4,Visual field defects
1131,Corneal dystrophy,364.5,Corneal dystrophy
1132,Lens subluxation,379.3,Aphakia and other disorders of lens
1133,Constriction of peripheral visual field,368.4,Visual field defects
1134,Anterior polar cataract,366,Cataract
1135,Chorioretinal dystrophy,363.4,Choroidal degenerations
1136,Retinal arteriolar tortuosity,362.4,Retinal vascular changes and abnomalities
1137,Alternating esotropia,378.1,Strabismus (not specified as paralytic)
1138,Optic neuropathy,377.3,Optic neuritis/neuropathy
1139,Choroideremia,363.4,Choroidal degenerations
1140,Epibulbar dermoid,224,Benign neoplasm of eye
1141,Severe visual impairment,367.9,Blindness and low vision
1142,Lenticonus,753.1,Congenital cataract and lens anomalies
1144,Orbital cyst,376,Disorders of the orbit
1145,Chorioretinopathy,362.31,Separation of retinal layers
1146,Pigmentary retinal degeneration,362.7,Hereditary retinal dystrophies
1147,Retinal exudate,362,Other retinal disorders
1149,Lattice corneal dystrophy,364.5,Corneal dystrophy
1150,Choroidal sclerosis,363.4,Choroidal degenerations
1151,Impaired horizontal smooth pursuit,378.2,Nystagmus and other irregular eye movements
1152,Saccadic smooth pursuit,378.2,Nystagmus and other irregular eye movements
1153,Septate vagina,751.11,Congenital anomalies of female genital organs
1155,Abnormality of the hand,755.3,Congenital anomaly of fingers/toes
1156,Brachydactyly,755.3,Congenital anomaly of fingers/toes
1159,Syndactyly,755.3,Congenital anomaly of fingers/toes
1161,Hand polydactyly,755.3,Congenital anomaly of fingers/toes
1162,Postaxial hand polydactyly,755.3,Congenital anomaly of fingers/toes
1163,Abnormality of the metacarpal bones,755.3,Congenital anomaly of fingers/toes
1166,Arachnodactyly,"",
1167,Abnormality of finger,755.3,Congenital anomaly of fingers/toes
1169,Broad palm,"",
1171,Split hand,755.3,Congenital anomaly of fingers/toes
1172,Abnormality of the thumb,"",
1176,Large hands,"",
1177,Preaxial hand polydactyly,755.3,Congenital anomaly of fingers/toes
1178,Ulnar claw,736.1,Acquired deformities of forearm
1180,Hand oligodactyly,755.3,Congenital anomaly of fingers/toes
1181,Adducted thumb,755.3,Congenital anomaly of fingers/toes
1182,Tapered finger,755.3,Congenital anomaly of fingers/toes
1187,Hyperextensibility of the finger joints,728.2,Laxity of ligament or hypermobility syndrome
1188,Hand clenching,"",
1191,Abnormality of the carpal bones,755.3,Congenital anomaly of fingers/toes
1193,Ulnar deviation of the hand or of fingers of the hand,736.1,Acquired deformities of forearm
1194,Abnormalities of placenta or umbilical cord,"",
1195,Single umbilical artery,747,Cardiac and circulatory congenital anomalies
1196,Short umbilical cord,"",
1199,Triphalangeal thumb,755.3,Congenital anomaly of fingers/toes
